OUTLETID,BUSNAME,ADDR1,CITY,STATE,ZIP,LATITUDE,LONGITUDE
211100021,USPS COLLECTION BOX - BLUE BOX,136 HARRISON AVE,BOSTON,MA,2111,42.349725,-71.0618851
210900188,USPS COLLECTION BOX - PO LOBBY,31 MILK ST,BOSTON,MA,2109,42.35671251,-71.05794312
210900168,USPS COLLECTION BOX - APC,31 MILK ST,BOSTON,MA,2109,42.35676,-71.0581092
211100020,USPS COLLECTION BOX - BLUE BOX,171 HARRISON AVE,BOSTON,MA,2111,42.349154,-71.061976
211100009,USPS COLLECTION BOX - BLUE BOX,600 WASHINGTON ST,BOSTON,MA,2111,42.35284899,-71.06223101
210900017,USPS COLLECTION BOX - BLUE BOX,40 BROAD ST,BOSTON,MA,2109,42.358187,-71.0538646
210900016,USPS COLLECTION BOX - BLUE BOX,33 BROAD ST,BOSTON,MA,2109,42.35828,-71.0543513
211100057,USPS COLLECTION BOX - BLUE BOX,60 TEMPLE PL,BOSTON,MA,2111,42.35509898,-71.06139098
211100059,USPS COLLECTION BOX - BLUE BOX,199 HARRISON AVE,BOSTON,MA,2111,42.348133,-71.0624125
210900080,USPS COLLECTION BOX - BLUE BOX,177 MILK ST,BOSTON,MA,2109,42.358654,-71.0526523
210900057,USPS COLLECTION BOX - BLUE BOX,1 INDIA ST,BOSTON,MA,2109,42.358969,-71.0536024
210900005,USPS COLLECTION BOX - BLUE BOX,1 INDIA ST,BOSTON,MA,2109,42.358977,-71.054235
211000023,USPS COLLECTION BOX - BLUE BOX,260 ATLANTIC AVE,BOSTON,MA,2110,42.358971,-71.0512824
211600222,USPS COLLECTION BOX - BLUE BOX,45 STUART ST,BOSTON,MA,2116,42.350947,-71.0639393
221000087,USPS COLLECTION BOX - BLUE BOX,155 SEAPORT BLVD,BOSTON,MA,2210,42.35025277,-71.04237504
210900010,USPS COLLECTION BOX - BLUE BOX,120 STATE ST,BOSTON,MA,2109,42.359181,-71.0544561
210900101,USPS COLLECTION BOX - BLUE BOX,84 STATE ST,BOSTON,MA,2109,42.35904613,-71.05569425
210800107,USPS COLLECTION BOX - BLUE BOX,15 COURT SQ,BOSTON,MA,2108,42.358257,-71.058672
211100019,USPS COLLECTION BOX - BLUE BOX,150 TREMONT ST,BOSTON,MA,2111,42.354807,-71.06310198
211100049,USPS COLLECTION BOX - BLUE BOX,150 TREMONT ST,BOSTON,MA,2111,42.354807,-71.06310198
211100026,USPS COLLECTION BOX - BLUE BOX,177 TREMONT ST,BOSTON,MA,2111,42.35299898,-71.064056
221000003,USPS COLLECTION BOX - BLUE BOX,425 SUMMER ST,BOSTON,MA,2210,42.346686,-71.0432757
210900006,USPS COLLECTION BOX - BLUE BOX,2 CHATHAM ST,BOSTON,MA,2109,42.359707,-71.0544984
211600224,USPS COLLECTION BOX - BLUE BOX,5 OAK ST W,BOSTON,MA,2116,42.348361,-71.0642753
210800009,USPS COLLECTION BOX - BLUE BOX,26 COURT ST,BOSTON,MA,2108,42.358626,-71.0590095
210800091,USPS COLLECTION BOX - BLUE BOX,26 COURT ST,BOSTON,MA,2108,42.358626,-71.0590095
210900040,USPS COLLECTION BOX - BLUE BOX,255 STATE ST,BOSTON,MA,2109,42.359881,-71.0512037
211600042,USPS COLLECTION BOX - BLUE BOX,80 BOYLSTON ST,BOSTON,MA,2116,42.35223401,-71.06491004
211600196,USPS COLLECTION BOX - BLUE BOX,256 TREMONT ST,BOSTON,MA,2116,42.350555,-71.0651941
221000088,USPS COLLECTION BOX - BLUE BOX,2 SEAPORT LN,BOSTON,MA,2210,42.34904389,-71.04114626
211600128,USPS COLLECTION BOX - BLUE BOX,330 TREMONT ST,BOSTON,MA,2116,42.348644,-71.0658405
210800034,USPS COLLECTION BOX - BLUE BOX,10 PEMBERTON SQ,BOSTON,MA,2108,42.35868212,-71.06144248
210900069,USPS COLLECTION BOX - BLUE BOX,24 NORTH ST,BOSTON,MA,2109,42.361047,-71.056143
211400158,USPS COLLECTION BOX - BLUE BOX,50 UNION ST,BOSTON,MA,2114,42.360948,-71.057142
210800100,USPS COLLECTION BOX - BLUE BOX,55 UNION ST,BOSTON,MA,2108,42.36141699,-71.05707206
221000058,USPS COLLECTION BOX - BLUE BOX,2 FISH PIER,BOSTON,MA,2210,42.350474,-71.0385019
211000036,USPS COLLECTION BOX - BLUE BOX,84 ATLANTIC AVE,BOSTON,MA,2110,42.362116,-71.050949
221000027,USPS COLLECTION BOX - BLUE BOX,233 NORTHERN AVE,BOSTON,MA,2210,42.348623,-71.0383659
210800015,USPS COLLECTION BOX - BLUE BOX,18 MOUNT VERNON ST,BOSTON,MA,2108,42.35826938,-71.06498612
211600203,USPS COLLECTION BOX - BLUE BOX,51 CHURCH ST,BOSTON,MA,2116,42.349803,-71.0684583
211600134,USPS COLLECTION BOX - BLUE BOX,51 CHURCH ST,BOSTON,MA,2116,42.349762,-71.0684603
211300005,USPS COLLECTION BOX - EXPRESS,217 HANOVER ST,BOSTON,MA,2113,42.36279279,-71.05539655
211300006,USPS COLLECTION BOX - BLUE BOX,217 HANOVER ST,BOSTON,MA,2113,42.36279279,-71.05539655
210900047,USPS COLLECTION BOX - BLUE BOX,274 NORTH ST,BOSTON,MA,2109,42.363009,-71.0541441
210900038,USPS COLLECTION BOX - BLUE BOX,190 COMMERCIAL ST,BOSTON,MA,2109,42.362995,-71.0516599
211400057,USPS COLLECTION BOX - BLUE BOX,41 TEMPLE ST,BOSTON,MA,2114,42.359994,-71.0638245
211600044,USPS COLLECTION BOX - BLUE BOX,250 BOYLSTON ST,BOSTON,MA,2116,42.351945,-71.06925203
210800019,USPS COLLECTION BOX - BLUE BOX,40 MOUNT VERNON ST,BOSTON,MA,2108,42.35820863,-71.06631037
211600126,USPS COLLECTION BOX - BLUE BOX,138 ARLINGTON ST,BOSTON,MA,2116,42.348689,-71.0693763
210900041,USPS COLLECTION BOX - BLUE BOX,240 COMMERCIAL ST,BOSTON,MA,2109,42.363713,-71.0511341
211000037,USPS COLLECTION BOX - BLUE BOX,32 ATLANTIC AVE,BOSTON,MA,2110,42.363783,-71.050918
211400063,USPS COLLECTION BOX - BLUE BOX,25 NEW CHARDON ST,BOSTON,MA,2114,42.362118,-71.061741
211400076,USPS COLLECTION BOX - EXPRESS,25 NEW CHARDON ST,BOSTON,MA,2114,42.362118,-71.061741
211600168,USPS COLLECTION BOX - BLUE BOX,440 TREMONT ST,BOSTON,MA,2116,42.346513,-71.0691384
211400059,USPS COLLECTION BOX - BLUE BOX,45 MYRTLE ST,BOSTON,MA,2114,42.359535,-71.06616
211600122,USPS COLLECTION BOX - BLUE BOX,310 STUART ST,BOSTON,MA,2116,42.34995756,-71.07033114
211400139,USPS COLLECTION BOX - BLUE BOX,24 NEW CHARDON ST,BOSTON,MA,2114,42.36252077,-71.06170532
211300004,USPS COLLECTION BOX - BLUE BOX,31 PARMENTER ST,BOSTON,MA,2113,42.364179,-71.0553825
211600017,USPS COLLECTION BOX - BLUE BOX,6 SAINT JAMES AVE,BOSTON,MA,2116,42.35094143,-71.07059454
211300008,USPS COLLECTION BOX - BLUE BOX,99 ENDICOTT ST,BOSTON,MA,2113,42.36427434,-71.05727425
211400074,USPS COLLECTION BOX - BLUE BOX,48 CANAL ST,BOSTON,MA,2114,42.36382408,-71.05939582
211400019,USPS COLLECTION BOX - BLUE BOX,65 ANDERSON ST,BOSTON,MA,2114,42.35901352,-71.0677184
221000053,USPS COLLECTION BOX - BLUE BOX,12 CHANNEL ST,BOSTON,MA,2210,42.345095,-71.0367886
211600198,USPS COLLECTION BOX - BLUE BOX,344 BOYLSTON ST,BOSTON,MA,2116,42.35172948,-71.07116376
211600160,USPS COLLECTION BOX - BLUE BOX,200 COLUMBUS AVE,BOSTON,MA,2116,42.348825,-71.0714159
211600158,USPS COLLECTION BOX - BLUE BOX,40 BERKELEY ST,BOSTON,MA,2116,42.346147,-71.0705454
211600057,USPS COLLECTION BOX - BLUE BOX,9 NEWBURY ST,BOSTON,MA,2116,42.35253902,-71.07157772
211600124,USPS COLLECTION BOX - BLUE BOX,95 BERKELEY ST,BOSTON,MA,2116,42.347027,-71.0710377
211400073,USPS COLLECTION BOX - BLUE BOX,104 CANAL ST,BOSTON,MA,2114,42.364305,-71.0602155
211600059,USPS COLLECTION BOX - BLUE BOX,146 BERKELEY ST,BOSTON,MA,2116,42.348753,-71.0717563
211600190,USPS COLLECTION BOX - BLUE BOX,10 NEWBURY ST,BOSTON,MA,2116,42.352373,-71.0720029
211600076,USPS COLLECTION BOX - BLUE BOX,399 BOYLSTON ST,BOSTON,MA,2116,42.351795,-71.072091
211400021,USPS COLLECTION BOX - BLUE BOX,240 CAMBRIDGE ST,BOSTON,MA,2114,42.360993,-71.0668575
211400066,USPS COLLECTION BOX - BLUE BOX,77 N WASHINGTON ST,BOSTON,MA,2114,42.365007,-71.058015
211400072,USPS COLLECTION BOX - BLUE BOX,50 STANIFORD ST,BOSTON,MA,2114,42.362595,-71.064531
211400136,USPS COLLECTION BOX - BLUE BOX,59 CHARLES ST,BOSTON,MA,2114,42.357726,-71.070093
211400009,USPS COLLECTION BOX - BLUE BOX,60 CARDINAL OCONNELL WAY,BOSTON,MA,2114,42.36258653,-71.06516574
211400080,USPS COLLECTION BOX - BLUE BOX,1 YAWKEY WAY,BOSTON,MA,2114,42.36268,-71.06512
211400017,USPS COLLECTION BOX - BLUE BOX,41 PHILLIPS ST,BOSTON,MA,2114,42.360498,-71.068131
211300002,USPS COLLECTION BOX - BLUE BOX,97 PRINCE ST,BOSTON,MA,2113,42.36573055,-71.05630194
210900187,USPS COLLECTION BOX - BLUE BOX,343 COMMERCIAL ST,BOSTON,MA,2109,42.36591137,-71.05112756
211600208,USPS COLLECTION BOX - BLUE BOX,8 ARLINGTON ST,BOSTON,MA,2116,42.354432,-71.0722485
221000099,USPS COLLECTION BOX - EXPRESS,2 HARBOR ST,BOSTON,MA,2210,42.345012,-71.0350777
211400018,USPS COLLECTION BOX - BLUE BOX,40 WEST CEDAR ST,BOSTON,MA,2114,42.35873481,-71.06995861
211300001,USPS COLLECTION BOX - BLUE BOX,160 SALEM ST,BOSTON,MA,2113,42.365943,-71.0552025
211300007,USPS COLLECTION BOX - BLUE BOX,396 HANOVER ST,BOSTON,MA,2113,42.366033,-71.0529615
211600029,USPS COLLECTION BOX - BLUE BOX,443 BOYLSTON ST,BOSTON,MA,2116,42.35157,-71.0730225
211600191,USPS COLLECTION BOX - BLUE BOX,38 NEWBURY ST,BOSTON,MA,2116,42.35211103,-71.07299307
211400070,USPS COLLECTION BOX - BLUE BOX,151 MERRIMAC ST,BOSTON,MA,2114,42.364278,-71.063082
211600056,USPS COLLECTION BOX - BLUE BOX,45 NEWBURY ST,BOSTON,MA,2116,42.35211901,-71.07314695
211400036,USPS COLLECTION BOX - BLUE BOX,125 CAUSEWAY ST,BOSTON,MA,2114,42.365196,-71.061183
211600080,USPS COLLECTION BOX - BLUE BOX,42 COMMONWEALTH AVE,BOSTON,MA,2116,42.352982,-71.0733418
211600228,USPS COLLECTION BOX - BLUE BOX,551 TREMONT ST,BOSTON,MA,2116,42.344242,-71.0717221
211700006,USPS COLLECTION BOX - APC,133 CLARENDON ST,BOSTON,MA,2117,42.348383,-71.0734033
211400044,USPS COLLECTION BOX - BLUE BOX,275 CAMBRIDGE ST,BOSTON,MA,2114,42.361641,-71.0681895
211400004,USPS COLLECTION BOX - BLUE BOX,108 CHARLES ST,BOSTON,MA,2114,42.358905,-71.070903
211600159,USPS COLLECTION BOX - BLUE BOX,73 WARREN AVE,BOSTON,MA,2116,42.344832,-71.0724899
211400029,USPS COLLECTION BOX - BLUE BOX,251 CAUSEWAY ST,BOSTON,MA,2114,42.366393,-71.0589105
211600123,USPS COLLECTION BOX - BLUE BOX,76 APPLETON ST,BOSTON,MA,2116,42.345635,-71.0729608
211600157,USPS COLLECTION BOX - BLUE BOX,160 CLARENDON ST,BOSTON,MA,2116,42.347702,-71.0737422
211400003,USPS COLLECTION BOX - BLUE BOX,136 CHARLES ST,BOSTON,MA,2114,42.35970124,-71.07079334
211400005,USPS COLLECTION BOX - EXPRESS,136 CHARLES ST,BOSTON,MA,2114,42.35970124,-71.07079334
211700007,USPS COLLECTION BOX - BLUE BOX,133 CLARENDON ST,BOSTON,MA,2117,42.348394,-71.0739961
221000015,USPS COLLECTION BOX - BLUE BOX,1 DESIGN CENTER PL,BOSTON,MA,2210,42.344615,-71.0336954
221000014,USPS COLLECTION BOX - BLUE BOX,1 DESIGN CENTER PL,BOSTON,MA,2210,42.344616,-71.0336919
211300010,USPS COLLECTION BOX - BLUE BOX,217 ENDICOTT ST,BOSTON,MA,2113,42.36668011,-71.05817562
211600105,USPS COLLECTION BOX - BLUE BOX,29 COMMONWEALTH AVE,BOSTON,MA,2116,42.353204,-71.0741507
210800064,USPS COLLECTION BOX - BLUE BOX,1 BRIMMER ST,BOSTON,MA,2108,42.3587217,-71.0717793
210900050,USPS COLLECTION BOX - BLUE BOX,436 COMMERCIAL ST,BOSTON,MA,2109,42.367293,-71.0526945
211400143,USPS COLLECTION BOX - BLUE BOX,161 CHARLES ST,BOSTON,MA,2114,42.360777,-71.070282
211400014,USPS COLLECTION BOX - BLUE BOX,75 BLOSSOM CT,BOSTON,MA,2114,42.364341,-71.0666685
211600153,USPS COLLECTION BOX - BLUE BOX,136 BEACON ST,BOSTON,MA,2116,42.35481393,-71.07490045
211600047,USPS COLLECTION BOX - BLUE BOX,185 DARTMOUTH ST,BOSTON,MA,2116,42.34848317,-71.07647996
211600010,USPS COLLECTION BOX - BLUE BOX,535 BOYLSTON ST,BOSTON,MA,2116,42.35087501,-71.07557701
211600108,USPS COLLECTION BOX - BLUE BOX,145 DARTMOUTH ST,BOSTON,MA,2116,42.347194,-71.07589733
211600081,USPS COLLECTION BOX - BLUE BOX,110 NEWBURY ST,BOSTON,MA,2116,42.35134311,-71.07583534
211600012,USPS COLLECTION BOX - BLUE BOX,607 BOYLSTON ST,BOSTON,MA,2116,42.350427,-71.077239
211600156,USPS COLLECTION BOX - BLUE BOX,329 COLUMBUS AVE,BOSTON,MA,2116,42.346136,-71.074942
211600054,USPS COLLECTION BOX - BLUE BOX,147 NEWBURY ST,BOSTON,MA,2116,42.35094391,-71.0774506
211600135,USPS COLLECTION BOX - BLUE BOX,90 COMMONWEALTH AVE,BOSTON,MA,2116,42.352283,-71.0758833
211600341,USPS COLLECTION BOX - BLUE BOX,47 HUNTINGTON AVE,BOSTON,MA,2116,42.34824207,-71.07842358
211600034,USPS COLLECTION BOX - BLUE BOX,667 BOYLSTON ST,BOSTON,MA,2116,42.34974398,-71.07868581
211600173,USPS COLLECTION BOX - BLUE BOX,65 COMMONWEALTH AVE,BOSTON,MA,2116,42.352758,-71.0760611
211600138,USPS COLLECTION BOX - BLUE BOX,173 NEWBURY ST,BOSTON,MA,2116,42.350538,-71.0790662
211600201,USPS COLLECTION BOX - BLUE BOX,711 BOYLSTON ST,BOSTON,MA,2116,42.34943896,-71.07980835
211600206,USPS COLLECTION BOX - BLUE BOX,306 DARTMOUTH ST,BOSTON,MA,2116,42.352234,-71.0785044
211600179,USPS COLLECTION BOX - BLUE BOX,192 COMMONWEALTH AVE,BOSTON,MA,2116,42.35112,-71.0801422
211600139,USPS COLLECTION BOX - BLUE BOX,208 NEWBURY ST,BOSTON,MA,2116,42.350066,-71.0806835
211600111,USPS COLLECTION BOX - BLUE BOX,182 BEACON ST,BOSTON,MA,2116,42.354194,-71.0770443
211600350,USPS COLLECTION BOX - BLUE BOX,797 BOYLSTON ST,BOSTON,MA,2116,42.349221,-71.081712
211600117,USPS COLLECTION BOX - BLUE BOX,236 BEACON ST,BOSTON,MA,2116,42.35358,-71.0792676
211600058,USPS COLLECTION BOX - BLUE BOX,235 NEWBURY ST,BOSTON,MA,2116,42.349779,-71.0820144
211600051,USPS COLLECTION BOX - BLUE BOX,11 EXETER ST,BOSTON,MA,2116,42.352321,-71.0809889
211600112,USPS COLLECTION BOX - BLUE BOX,1 EXETER ST,BOSTON,MA,2116,42.35312,-71.0811193
211600180,USPS COLLECTION BOX - BLUE BOX,250 COMMONWEALTH AVE,BOSTON,MA,2116,42.350367,-71.0828946
211600340,USPS COLLECTION BOX - BLUE BOX,279 NEWBURY ST,BOSTON,MA,2116,42.349277,-71.0839059
211600113,USPS COLLECTION BOX - BLUE BOX,336 BEACON ST,BOSTON,MA,2116,42.35240093,-71.08376826
211600182,USPS COLLECTION BOX - BLUE BOX,273 COMMONWEALTH AVE,BOSTON,MA,2116,42.35043,-71.084588
221500182,USPS COLLECTION BOX - APC,800 BOYLSTON ST,BOSTON,MA,2215,42.348602,-71.082724
211500103,USPS COLLECTION BOX - BLUE BOX,448 BEACON ST,BOSTON,MA,2115,42.351476,-71.0872277
